source,result_family,outcome,term,estimate,std_error,p_value,ci_low,ci_high,model_type,n,fallback_flag,warning_flag,significance_label,interpretation_note,p_fdr_bh_all,significant_fdr_bh_all_0_05,p_fdr_bh_family,significant_fdr_bh_family_0_05
06_models/model_results.csv,questionnaire,q_S3,C(Gender)[T.Male],-0.1569474536108457,0.1404120853909579,0.2642712460560407,-0.4329006187042645,0.119005711482573,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.5605753704219045,False,0.4075508372912435,False
06_models/model_results.csv,questionnaire,q_S3,Age,0.0097611152947295,0.01780414106899,0.5837953692107424,-0.0252295271850658,0.044751757774525,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.9635082616146597,False,0.7199841954922732,False
06_models/model_results.csv,questionnaire,q_S3,block,0.0944041624879862,0.1397481693673163,0.499689603663232,-0.180244202327237,0.3690525273032096,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.8636610433685491,False,0.6526558088662622,False
06_models/model_results.csv,questionnaire,q_S3,position,0.2924817976577444,0.0421559263645464,1.4092328929814268e-11,0.2096323671735304,0.3753312281419585,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.9729260501739977e-10,True,1.2025454020108175e-10,True
06_models/model_results.csv,questionnaire,q_S4,Intercept,4.854685499048362,0.4581788323760861,1.522869215206765e-23,3.954222418388711,5.755148579708012,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,7.106723004298237e-22,True,4.873181488661648e-22,True
06_models/model_results.csv,questionnaire,q_S4,C(WWR)[T.45],-0.7517914122373924,0.1616934872571452,4.3925707660343405e-06,-1.069569112492779,-0.4340137119820057,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；WWR只有15/45/75三档，显著性只支持本实验三档内比较；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,2.3652304124800298e-05,True,1.405622645130989e-05,True
06_models/model_results.csv,questionnaire,q_S4,C(WWR)[T.75],-0.7698319443633642,0.1496491952912391,4.0349890832366965e-07,-1.0639388866491166,-0.4757250020776118,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；WWR只有15/45/75三档，显著性只支持本实验三档内比较；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,2.896915239246859e-06,True,1.7215953421809904e-06,True
06_models/model_results.csv,questionnaire,q_S4,C(Complexity)[T.1],-0.7511491425871571,0.1300015140090878,1.4225021674123038e-08,-1.0066423158268902,-0.4956559693474241,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.2848406673401453e-07,True,7.586678226198953e-08,True
06_models/model_results.csv,questionnaire,q_S4,C(ExperienceGroup)[T.Low],-0.3172586398761097,0.1490180065194827,0.0338031523173902,-0.6101251010533262,-0.0243921786988933,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.09757610978215728,False,0.07333565248518552,False
06_models/model_results.csv,questionnaire,q_S4,C(Gender)[T.Male],0.1059594298853497,0.1414135697558586,0.4540797965841298,-0.1719619616574977,0.3838808214281972,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.8150150195099766,False,0.6054397287788397,False
06_models/model_results.csv,questionnaire,q_S4,Age,0.0053427014635323,0.0179311284921981,0.7658752045997458,-0.0298975105690816,0.0405829134961463,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.0,False,0.8831714071060132,False
06_models/model_results.csv,questionnaire,q_S4,block,0.1476435398193777,0.140744918374036,0.2947405657100536,-0.1289637450022122,0.4242508246409676,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.6090356359340208,False,0.43842565319125565,False
06_models/model_results.csv,questionnaire,q_S4,position,0.3097827703227739,0.0424566020579844,1.3667757335563634e-12,0.2263424191279967,0.393223121517551,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,2.2511600317398928e-11,True,1.4578941157934543e-11,True
06_models/model_results.csv,questionnaire,q_S5,Intercept,6.47177744793283,0.5347055407683986,2.39300408117418e-29,5.420915722197577,7.522639173668082,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,2.233470475762568e-27,True,1.5315226119514752e-27,True
06_models/model_results.csv,questionnaire,q_S5,C(WWR)[T.45],-0.8810483766736376,0.1887001263113624,4.012272314127777e-06,-1.2519024734856037,-0.5101942798616714,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；WWR只有15/45/75三档，显著性只支持本实验三档内比较；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,2.202816172462309e-05,True,1.3168483492521935e-05,True
06_models/model_results.csv,questionnaire,q_S5,C(WWR)[T.75],-1.018948923137015,0.1746441525436437,1.0401221896176574e-08,-1.3621786851997886,-0.6757191610742415,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；WWR只有15/45/75三档，显著性只支持本实验三档内比较；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,9.707807103098135e-08,True,5.788506098741745e-08,True
06_models/model_results.csv,questionnaire,q_S5,C(Complexity)[T.1],-1.056510964430556,0.1517148434999764,1.1956698160865591e-11,-1.3546775441726104,-0.7583443846885018,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.762039728969666e-10,True,1.0931838318505683e-10,True
06_models/model_results.csv,questionnaire,q_S5,C(ExperienceGroup)[T.Low],-0.2440383301990803,0.1739075403091178,0.161235257843959,-0.5858204214506272,0.0977437610524666,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,0.36703961135210184,False,0.2715541184740362,False
06_models/model_results.csv,questionnaire,q_S5,C(Gender)[T.Male],-0.0283215727727394,0.1650329826372892,0.8638209044248877,-0.3526624140668741,0.2960192685213954,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.0,False,0.965624135141575,False
06_models/model_results.csv,questionnaire,q_S5,Age,0.0034918025127563,0.0209260513133842,0.8675529339162588,-0.0376343589337963,0.044617963959309,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.0,False,0.965624135141575,False
06_models/model_results.csv,questionnaire,q_S5,block,-0.0378097968214728,0.1642526506502158,0.8180476449719951,-0.3606170444718911,0.2849974508289454,ols_fallback_after:LinAlgError,453.0,True,True,p>=0.05,未达到0.05显著性；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.0,False,0.9266380403222599,False
06_models/model_results.csv,questionnaire,q_S5,position,0.3832983316934998,0.0495478593912191,6.936971951729885e-14,0.2859214671270321,0.4806751962599674,ols_fallback_after:LinAlgError,453.0,True,True,p<0.05,统计显著；模型发生OLS fallback，需谨慎；存在模型稳定性警告或异常标准误/CI,1.494117035757206e-12,True,9.865915664682504e-13,True
06_models/model_results.csv,eye_tracking,visited,Intercept,0.912749667469824,1330912.2011117633,0.9999994528047252,-2608539.0680143177,2608540.893513653,logit,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,C(WWR)[T.45],0.7592124527992374,1330912.2011117334,0.9999995448505964,-2608539.2215514737,2608540.73997638,logit,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,C(WWR)[T.75],0.9210591627420178,2661824.402223446,0.999999723911583,-5217079.04046865,5217080.882586975,logit,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,C(Complexity)[T.1],-1.0368319298893918,3992736.603335164,0.9999997928057192,-7825620.979123639,7825618.905459778,logit,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,C(ExperienceGroup)[T.Low],0.0836046501499955,0.1889599796242006,0.6581662569797846,-0.2867501044328602,0.4539594047328513,logit,1130.0,False,False,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,C(Gender)[T.Male],-0.1777937897421106,0.1880914964759289,0.3445304369342072,-0.5464463486331738,0.1908587691489525,logit,1130.0,False,False,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度,0.6653001540798484,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,block,-0.1306355415680875,0.1861273437193843,0.4827657924106989,-0.4954384317961882,0.2341673486600131,logit,1130.0,False,False,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度,0.8461237841693784,False,1.0,False
06_models/model_results.csv,eye_tracking,visited,position,0.4035811138584464,1330912.201111719,0.9999997580523048,-2608539.5771827847,2608540.3843450127,logit,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,Intercept,4.124045436617295e-16,1686828.054336575,1.0,-3306122.234611461,3306122.234611461,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,C(WWR)[T.45],0.0319441215688369,428079.3594214367,0.9999999404602888,-839020.0950468713,839020.1589351145,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,C(WWR)[T.75],0.0843251135716953,856158.7188428721,0.9999999214144472,-1678040.1696568695,1678040.3383070969,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,C(Complexity)[T.1],-0.0670042213375598,1284238.0782643068,0.9999999583709324,-2517060.447977194,2517060.313968751,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,C(ExperienceGroup)[T.Low],2.672111556416634e-16,1807189.1172082035,1.0,-3542025.582980813,3542025.582980813,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,C(Gender)[T.Male],2.6706198761133744e-16,1807189.117208204,1.0,-3542025.5829808144,3542025.5829808144,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,block,-0.0139480351921904,0.0161744120928544,0.3884938942791465,-0.0456493003652942,0.0177532299809133,mixedlm_random_intercept,1130.0,False,False,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度,0.7316022863191575,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,position,-0.0004183153004523,428079.3594214355,0.9999999992203144,-839020.127409306,839020.1265726754,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FCR,Group Var,0.0,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值；眼动结果注意AOI-expanded row粒度,,False,,False
06_models/model_results.csv,other,FC,Intercept,2.4563139863136575e-14,103447332.16976573,1.0,-202753045.3494925,202753045.3494925,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,C(WWR)[T.45],1.8691869117586173,19372660.347705062,0.9999999230154584,-37969714.697042204,37969718.43541604,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,C(WWR)[T.75],5.058377333424234,38745320.69541003,0.999999895832552,-75939428.07408072,75939438.1908354,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,C(Complexity)[T.1],-4.002234630332399,58117981.04311499,0.9999999450545052,-113909153.70092162,113909145.69645236,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,C(ExperienceGroup)[T.Low],1.5915331841996258e-14,110169537.37395906,1.0,-215928325.4463992,215928325.4463992,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,C(Gender)[T.Male],1.590501788736028e-14,110169537.37395903,1.0,-215928325.4463992,215928325.4463992,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,block,-0.7883750938626304,0.9860215959679492,0.423970669022213,-2.7209419099385155,1.1441917222132547,mixedlm_random_intercept,1130.0,False,False,p>=0.05,未达到0.05显著性,0.775894034811893,False,1.0,False
06_models/model_results.csv,other,FC,position,-0.0207623123901444,19372660.347704988,0.999999999144881,-37969716.58699129,37969716.54546667,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC,Group Var,0.0,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值,,False,,False
06_models/model_results.csv,other,FC_share,Intercept,2.0736014876288967e-16,888184.3799022648,1.0,-1740809.39623948,1740809.39623948,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC_share,C(WWR)[T.45],0.0144558494867522,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值；WWR只有15/45/75三档，显著性只支持本实验三档内比较,,False,,False
06_models/model_results.csv,other,FC_share,C(WWR)[T.75],0.0434972991767919,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值；WWR只有15/45/75三档，显著性只支持本实验三档内比较,,False,,False
06_models/model_results.csv,other,FC_share,C(Complexity)[T.1],-0.0340637476418367,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值,,False,,False
06_models/model_results.csv,other,FC_share,C(ExperienceGroup)[T.Low],1.3428447327695847e-16,840509.5325395934,1.0,-1647368.4124401996,1647368.4124401996,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC_share,C(Gender)[T.Male],1.3400387284802362e-16,840509.5325395936,1.0,-1647368.4124402,1647368.4124402,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,other,FC_share,block,0.0014134298493218,0.0075225926372716,0.8509618483525822,-0.0133305807900967,0.0161574404887403,mixedlm_random_intercept,1130.0,False,False,p>=0.05,未达到0.05显著性,1.0,False,1.0,False
06_models/model_results.csv,other,FC_share,position,-0.0007407950851743,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值,,False,,False
06_models/model_results.csv,other,FC_share,Group Var,0.0,,,,,mixedlm_random_intercept,1130.0,False,False,p_not_available,没有可直接解读的p值,,False,,False
06_models/model_results.csv,eye_tracking,FC_rate,Intercept,4.124045436617295e-16,1686828.054336575,1.0,-3306122.234611461,3306122.234611461,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FC_rate,C(WWR)[T.45],0.0319441215688369,428079.3594214367,0.9999999404602888,-839020.0950468713,839020.1589351145,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FC_rate,C(WWR)[T.75],0.0843251135716953,856158.7188428721,0.9999999214144472,-1678040.1696568695,1678040.3383070969,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；WWR只有15/45/75三档，显著性只支持本实验三档内比较；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
06_models/model_results.csv,eye_tracking,FC_rate,C(Complexity)[T.1],-0.0670042213375598,1284238.0782643068,0.9999999583709324,-2517060.447977194,2517060.313968751,mixedlm_random_intercept,1130.0,False,True,p>=0.05,未达到0.05显著性；眼动结果注意AOI-expanded row粒度；存在模型稳定性警告或异常标准误/CI,1.0,False,1.0,False
